Timestamp,Where are you from? (please be specific),Where do you live now? (please be specific),Which temperature scale do you use?,What is the lowest temperature outside that you are comfortable at?,What is the highest temperature outside that you are comfortable at?,"If it could always be the same temperature outside, what would you want it to be?",lowF,highF,optimumF,lowC,highC,optimumC,rangeF,opt01,koppen_codes,data_mistake,user_typo,dup
12/15/2018 2:55:57,Arkansas,Arkansas ,Fahrenheit,55,90,75,55,90,75,12.77777778,32.22222222,23.88888889,35,0.5714285714,,,,
12/15/2018 3:00:10,South Florida,North Florida,Fahrenheit,15,70,55,15,70,55,-9.444444444,21.11111111,12.77777778,55,0.7272727273,,,,
12/15/2018 3:00:50,Texas,Texas,Fahrenheit,30,90,65,30,90,65,-1.111111111,32.22222222,18.33333333,60,0.5833333333,,,,
12/15/2018 3:01:56,Switzerland ,Switzerland ,Celsius,0,30,24,32,86,75.2,0,30,24,54,0.8,,,,
12/15/2018 3:02:47,"New Hampshire, USA","New Hampshire, USA",Fahrenheit,60,100,80,60,100,80,15.55555556,37.77777778,26.66666667,40,0.5,,,,
12/15/2018 3:03:38,"PA, USA","PA, USA",Fahrenheit,35,75,68,35,75,68,1.666666667,23.88888889,20,40,0.825,,,,
12/15/2018 3:03:39,"California, US","California, US",Fahrenheit,28,76,35,28,76,35,-2.222222222,24.44444444,1.666666667,48,0.1458333333,,,,
12/15/2018 3:04:20,Washington State,Washington State,Fahrenheit,50,80,70,50,80,70,10,26.66666667,21.11111111,30,0.6666666667,,,,
12/15/2018 3:05:11,Bismarck North Dakota,Miami Florida,Fahrenheit,40,85,60,40,85,60,4.444444444,29.44444444,15.55555556,45,0.4444444444,,,,
12/15/2018 3:05:20,Minnesota,Minnesota,Fahrenheit,32,90,70,32,90,70,0,32.22222222,21.11111111,58,0.6551724138,,,,
12/15/2018 3:07:52,Louisiana ,Oklahoma ,Fahrenheit,56,76,68,56,76,68,13.33333333,24.44444444,20,20,0.6,,,,
12/15/2018 3:08:04,Melbourne,Melbourne,Celsius,10,45,30,50,113,86,10,45,30,63,0.5714285714,,,,
12/15/2018 3:08:36,"Curitiba, Brazil","Curitiba, Brazil",Celsius,14,29,25,57.2,84.2,77,14,29,25,27,0.7333333333,,,,
12/15/2018 3:10:11,Wisconsin,Minnesota,Fahrenheit,-10,86,67,-10,86,67,-23.33333333,30,19.44444444,96,0.8020833333,,,,
12/15/2018 3:12:27,Canada,Canada,Celsius,-20,25,15,-4,77,59,-20,25,15,81,0.7777777778,,,,
12/15/2018 3:13:16,Alaska,Alaska ,Fahrenheit,40,65,55,40,65,55,4.444444444,18.33333333,12.77777778,25,0.6,,,,
12/15/2018 3:19:41,Ohio,NYC,Fahrenheit,50,85,65,50,85,65,10,29.44444444,18.33333333,35,0.4285714286,,,,
12/15/2018 3:20:30,Australia ,Australia ,Celsius,21,32,27,69.8,89.6,80.6,21,32,27,19.8,0.5454545455,,,,
12/15/2018 3:20:39,ITUS,US,Fahrenheit,48,78,63,48,78,63,8.888888889,25.55555556,17.22222222,30,0.5,,,,
12/15/2018 3:22:39,Oregon,New York city ,Fahrenheit,60,85,78,60,85,78,15.55555556,29.44444444,25.55555556,25,0.72,,,,
12/15/2018 3:22:57,Florida,Florida,Fahrenheit,62,85,65,62,85,65,16.66666667,29.44444444,18.33333333,23,0.1304347826,,,,
12/15/2018 3:25:59,Georgia ,Maine,Fahrenheit,20,70,55,20,70,55,-6.666666667,21.11111111,12.77777778,50,0.7,,,,
12/15/2018 3:28:46,Connecticut,Connecticut,Fahrenheit,0,105,75,0,105,75,-17.77777778,40.55555556,23.88888889,105,0.7142857143,,,,
12/15/2018 3:31:21,Connecticut ,Connecticut ,Fahrenheit,40,85,75,40,85,75,4.444444444,29.44444444,23.88888889,45,0.7777777778,,,,
12/15/2018 3:31:55,Ontario,Ontario,Celsius,15,30,25,59,86,77,15,30,25,27,0.6666666667,,,,
12/15/2018 3:32:52,"Kansas, USA","Kansas, USA",Fahrenheit,40,90,65,40,90,65,4.444444444,32.22222222,18.33333333,50,0.5,,,,
12/15/2018 3:35:36,Malaysia,Malaysia,Celsius,18,28,25,64.4,82.4,77,18,28,25,18,0.7,,,,
12/15/2018 3:36:04,Texas,Tennessee,Fahrenheit,68,98,75,68,98,75,20,36.66666667,23.88888889,30,0.2333333333,,,,
12/15/2018 3:37:50,Montana,Washington,Fahrenheit,20,90,70,20,90,70,-6.666666667,32.22222222,21.11111111,70,0.7142857143,,,,
12/15/2018 3:37:54,Mississippi ,Tennessee ,Fahrenheit,45,85,60,45,85,60,7.222222222,29.44444444,15.55555556,40,0.375,,,,
12/15/2018 3:40:31,Minnesota ,Minnesora,Fahrenheit,20,65,60,20,65,60,-6.666666667,18.33333333,15.55555556,45,0.8888888889,,,TRUE,
12/15/2018 3:42:02,new jersey,new jersey,Fahrenheit,60,75,70,60,75,70,15.55555556,23.88888889,21.11111111,15,0.6666666667,,,,
12/15/2018 3:42:32,Minnesota,Minnesota,Fahrenheit,20,90,74,20,90,74,-6.666666667,32.22222222,23.33333333,70,0.7714285714,,,,
12/15/2018 3:43:38,Florida,Florida,Fahrenheit,48,76,65,48,76,65,8.888888889,24.44444444,18.33333333,28,0.6071428571,,,,
12/15/2018 3:46:47,Canada,Canada,Celsius,0,25,16,32,77,60.8,0,25,16,45,0.64,,,,
12/15/2018 3:46:49,Europe,Europe,Celsius,-40,10,-3,-40,50,26.6,-40,10,-3,90,0.74,,,,
12/15/2018 3:49:25,Florida,South Carolina ,Fahrenheit,55,85,75,55,85,75,12.77777778,29.44444444,23.88888889,30,0.6666666667,,,,
12/15/2018 3:50:39,Georgia,Ohio,Fahrenheit,45,75,67,45,75,67,7.222222222,23.88888889,19.44444444,30,0.7333333333,,,,
12/15/2018 3:51:49,Michigan,Texas,Fahrenheit,55,79,70,55,79,70,12.77777778,26.11111111,21.11111111,24,0.625,,,,
12/15/2018 3:53:51,North Dakota,Montana,Fahrenheit,30,70,55,30,70,55,-1.111111111,21.11111111,12.77777778,40,0.625,,,,
12/15/2018 3:55:38,Brazil,Brazil,Celsius,0,25,15,32,77,59,0,25,15,45,0.6,,,,
12/15/2018 3:56:04,Brazil,Brazil,Celsius,13,27,22,55.4,80.6,71.6,13,27,22,25.2,0.6428571429,,,,
12/15/2018 3:56:13,Wisconsin,Pennsylvania,Fahrenheit,45,85,70,45,85,70,7.222222222,29.44444444,21.11111111,40,0.625,,,,
12/15/2018 4:01:19,California ,California ,Fahrenheit,60,90,78,60,90,78,15.55555556,32.22222222,25.55555556,30,0.6,,,,
12/15/2018 4:01:26,Southern Ontario,Southern Ontario,Celsius,-35,25,17,-31,77,62.6,-35,25,17,108,0.8666666667,,,,
12/15/2018 4:01:43,"Texas, USA","Texas ,USA",Fahrenheit,30,100,72,30,100,72,-1.111111111,37.77777778,22.22222222,70,0.6,,,,
12/15/2018 4:01:48,San Francisco ,New york,Fahrenheit,39,83,74,39,83,74,3.888888889,28.33333333,23.33333333,44,0.7954545455,,,,
12/15/2018 4:04:45,Illinois ,Illinois ,Fahrenheit,50,75,70,50,75,70,10,23.88888889,21.11111111,25,0.8,,,,
12/15/2018 4:05:49,Illinois,Illinois,Fahrenheit,65,80,70,65,80,70,18.33333333,26.66666667,21.11111111,15,0.3333333333,,,,
12/15/2018 4:09:54,"boston, MA",Boston MA,Fahrenheit,25,80,70,25,80,70,-3.888888889,26.66666667,21.11111111,55,0.8181818182,,,,
12/15/2018 4:11:14,Southern Sweden,Southern Sweden,Celsius,20,20,10,68,68,50,20,20,10,0,#DIV/0!,,,TRUE,
12/15/2018 4:12:10,"South Carolina, USA","South Carolina, USA",Fahrenheit,55,75,57,55,75,57,12.77777778,23.88888889,13.88888889,20,0.1,,,,
12/15/2018 4:12:48,"Jacksonville, Florida","Orlando, Florida ",Fahrenheit,65,75,73,65,75,73,18.33333333,23.88888889,22.77777778,10,0.8,,,,
12/15/2018 4:12:53,"San Diego, California","San Diego, California",Fahrenheit,60,92,70,60,92,70,15.55555556,33.33333333,21.11111111,32,0.3125,,,,
12/15/2018 4:16:54,California ,California,Fahrenheit,40,120,70,40,120,70,4.444444444,48.88888889,21.11111111,80,0.375,,,,
12/15/2018 4:17:34,Saskatchewan ,Saskatchewan ,Celsius,-25,15,-10,-13,59,14,-25,15,-10,72,0.375,,? must be correct because if this were Fahrenheit then it's much worse,,
12/15/2018 4:17:35,India ,India ,Celsius,5,35,18,41,95,64.4,5,35,18,54,0.4333333333,,,,
12/15/2018 4:18:02,Florida,Florida,Fahrenheit,60,85,70,60,85,70,15.55555556,29.44444444,21.11111111,25,0.4,,,,
12/15/2018 4:18:35,Oregon,Wisconsin,Fahrenheit,60,80,70,60,80,70,15.55555556,26.66666667,21.11111111,20,0.5,,,,
12/15/2018 4:29:55,MD,MD,Fahrenheit,60,110,85,60,110,85,15.55555556,43.33333333,29.44444444,50,0.5,,,,
12/15/2018 4:30:15,"USA Alaska, then California",USA Arizona,Fahrenheit,32,80,60,32,80,60,0,26.66666667,15.55555556,48,0.5833333333,,,,
12/15/2018 4:32:21,Texas,Texas,Fahrenheit,60,85,75,60,85,75,15.55555556,29.44444444,23.88888889,25,0.6,,,,
12/15/2018 4:34:40,New Jersey ,New Jersey ,Fahrenheit,45,77,75,45,77,75,7.222222222,25,23.88888889,32,0.9375,,,,
12/15/2018 4:37:54,"Florida, USA","Florida, USA",Fahrenheit,25,93,63,25,93,63,-3.888888889,33.88888889,17.22222222,68,0.5588235294,,,,
12/15/2018 4:38:35,Southern California ,Southern California ,Fahrenheit,50,83,70,50,83,70,10,28.33333333,21.11111111,33,0.6060606061,,,,
12/15/2018 4:38:44,Southern California,Southern California,Fahrenheit,55,75,60,55,75,60,12.77777778,23.88888889,15.55555556,20,0.25,,,,
12/15/2018 4:39:17,ohio,ohio,Celsius,0,27,21,32,80.6,69.8,0,27,21,48.6,0.7777777778,,,,
12/15/2018 4:39:25,Las Vegas,Reno,Fahrenheit,20,80,40,20,80,40,-6.666666667,26.66666667,4.444444444,60,0.3333333333,,,,
12/15/2018 4:40:04,Kentucky,Kentucky,Fahrenheit,55,85,75,55,85,75,12.77777778,29.44444444,23.88888889,30,0.6666666667,,,,
12/15/2018 4:40:14,Chicago,New York,Fahrenheit,60,85,75,60,85,75,15.55555556,29.44444444,23.88888889,25,0.6,,,,
12/15/2018 4:41:04,Ecuador ,Canada,Celsius,-15,34,23,5,93.2,73.4,-15,34,23,88.2,0.7755102041,,,,
12/15/2018 4:41:52,Pennsylvania ,Calgary ,Celsius,10,32,25,50,89.6,77,10,32,25,39.6,0.6818181818,,,,
12/15/2018 4:42:13,Cali,Cali,Fahrenheit,65,95,80,65,95,80,18.33333333,35,26.66666667,30,0.5,,,,
12/15/2018 4:42:52,Illinois,Wisconsin,Fahrenheit,55,120,85,55,120,85,12.77777778,48.88888889,29.44444444,65,0.4615384615,,,,
12/15/2018 4:43:49,Pennsylvania ,Boston,Fahrenheit,55,80,68,55,80,68,12.77777778,26.66666667,20,25,0.52,,,,
12/15/2018 4:44:48,Denmark,Florida,Celsius,5,30,20,41,86,68,5,30,20,45,0.6,,,,
12/15/2018 4:46:32,Texas,Texas,Fahrenheit,60,89,69,60,89,69,15.55555556,31.66666667,20.55555556,29,0.3103448276,,,,
12/15/2018 4:47:44,Kentucky ,Indiana ,Fahrenheit,50,75,70,50,75,70,10,23.88888889,21.11111111,25,0.8,,,,
12/15/2018 4:51:01,usa,usa,Fahrenheit,50,90,75,50,90,75,10,32.22222222,23.88888889,40,0.625,,,,
12/15/2018 4:51:42,Michigan,Virginia,Fahrenheit,45,82,72,45,82,72,7.222222222,27.77777778,22.22222222,37,0.7297297297,,,,
12/15/2018 4:53:08,New York,New York,Fahrenheit,40,75,60,40,75,60,4.444444444,23.88888889,15.55555556,35,0.5714285714,,,,
12/15/2018 4:54:22,"Iowa, United States","Iowa, United States",Fahrenheit,50,95,68,50,95,68,10,35,20,45,0.4,,,,
12/15/2018 4:54:57,Illinois,Illinois,Fahrenheit,45,90,70,45,90,70,7.222222222,32.22222222,21.11111111,45,0.5555555556,,,,
12/15/2018 4:56:11,"Santiago, Chile","Santiago, Chile",Celsius,10,24,20,50,75.2,68,10,24,20,25.2,0.7142857143,,,,
12/15/2018 4:56:30,upstate ny,Western ny,Fahrenheit,50,78,74,50,78,74,10,25.55555556,23.33333333,28,0.8571428571,,,,
12/15/2018 4:57:21,Texas,Texas,Fahrenheit,45,100,78,45,100,78,7.222222222,37.77777778,25.55555556,55,0.6,,,,
12/15/2018 4:58:13,Saskatchewan,Washington state ,Celsius,-10,80,73,14,176,163.4,-10,80,73,162,0.9222222222,,meant Fahrenheit?,,
12/15/2018 5:02:45,California,Nevada,Fahrenheit,58,79,65,58,79,65,14.44444444,26.11111111,18.33333333,21,0.3333333333,,,,
12/15/2018 5:06:52,"Tucson, AZ","Detroit, MI",Fahrenheit,60,100,80,60,100,80,15.55555556,37.77777778,26.66666667,40,0.5,,,,
12/15/2018 5:06:55,"Tucson, AZ","Detroit, MI",Fahrenheit,60,100,80,60,100,80,15.55555556,37.77777778,26.66666667,40,0.5,,,,
12/15/2018 5:11:41,USA,"USA, Mid-Atlantic region",Fahrenheit,40,85,68,40,85,68,4.444444444,29.44444444,20,45,0.6222222222,,,,
12/15/2018 5:12:23,Wisconsin,Wisconsin,Fahrenheit,-10,75,60,-10,75,60,-23.33333333,23.88888889,15.55555556,85,0.8235294118,,,,
12/15/2018 5:12:53,"Philadelphia, Pennsylvania, USA","Raleigh, North Carolina, USA",Fahrenheit,65,77,73,65,77,73,18.33333333,25,22.77777778,12,0.6666666667,,,,
12/15/2018 5:15:53,Northern KZ,Southern US,Fahrenheit,30,105,78,30,105,78,-1.111111111,40.55555556,25.55555556,75,0.64,,,,
12/15/2018 5:16:50,Illinois,Illinois,Fahrenheit,40,85,73,40,85,73,4.444444444,29.44444444,22.77777778,45,0.7333333333,,,,
12/15/2018 5:17:37,USA,USA,Fahrenheit,50,110,72,50,110,72,10,43.33333333,22.22222222,60,0.3666666667,,,,
12/15/2018 5:18:29,usa,usa,Fahrenheit,60,85,73,60,85,73,15.55555556,29.44444444,22.77777778,25,0.52,,,,
12/15/2018 5:18:38,"Seville, Spain","Toronto, Canada ",Celsius,-10,25,15,14,77,59,-10,25,15,63,0.7142857143,,,,
12/15/2018 5:21:07,"Houston, TX","Ridgefield, WA",Fahrenheit,45,85,75,45,85,75,7.222222222,29.44444444,23.88888889,40,0.75,,,,
12/15/2018 5:21:53,Nebraska ,Nebraska ,Fahrenheit,40,85,60,40,85,60,4.444444444,29.44444444,15.55555556,45,0.4444444444,,,,
12/15/2018 5:23:13,England,England,Celsius,10,18,14,50,64.4,57.2,10,18,14,14.4,0.5,,,,
12/15/2018 5:24:52,Texas,Texas,Fahrenheit,60,103,70,60,103,70,15.55555556,39.44444444,21.11111111,43,0.2325581395,,,,
12/15/2018 5:27:35,Indiana,Texas,Fahrenheit,50,90,70,50,90,70,10,32.22222222,21.11111111,40,0.5,,,,
12/15/2018 5:29:45,Finland,Finland,Celsius,-10,30,23,14,86,73.4,-10,30,23,72,0.825,,,,
12/15/2018 5:29:52,Iowa,Iowa,Fahrenheit,40,80,70,40,80,70,4.444444444,26.66666667,21.11111111,40,0.75,,,,
12/15/2018 5:31:02,"Honolulu, HI","Portland, OR",Fahrenheit,50,80,65,50,80,65,10,26.66666667,18.33333333,30,0.5,,,,
12/15/2018 5:31:13,Pennsylvania,Pennsylvania,Fahrenheit,50,75,70,50,75,70,10,23.88888889,21.11111111,25,0.8,,,,
12/15/2018 5:35:54,Ohio,Michigan,Fahrenheit,68,83,76,68,83,76,20,28.33333333,24.44444444,15,0.5333333333,,,,
12/15/2018 5:36:15,"Rochester, NY","Rochester, NY",Fahrenheit,50,85,75,50,85,75,10,29.44444444,23.88888889,35,0.7142857143,,,,
12/15/2018 5:36:16,"Toronto, ON","Toronto, ON",Celsius,-30,30,18,-22,86,64.4,-30,30,18,108,0.8,,,,
12/15/2018 5:38:20,California,California,Fahrenheit,55,84,73,55,84,73,12.77777778,28.88888889,22.77777778,29,0.6206896552,,,,
12/15/2018 5:43:20,Australia,Australia,Celsius,20,32,28,68,89.6,82.4,20,32,28,21.6,0.6666666667,,,,
12/15/2018 5:43:40,ontario,ontario,Celsius,14,29,25,57.2,84.2,77,14,29,25,27,0.7333333333,,,,
12/15/2018 5:45:21,"Iowa, USA","Missouri, USS",Fahrenheit,40,80,65,40,80,65,4.444444444,26.66666667,18.33333333,40,0.625,,,,
12/15/2018 5:51:01,Phoenix AZ USA,Phoenix AZ USA,Fahrenheit,65,105,80,65,105,80,18.33333333,40.55555556,26.66666667,40,0.375,,,,
12/15/2018 5:53:50,"Charlotte, North Carolina","Charlotte, North Carolina",Fahrenheit,45,80,60,45,80,60,7.222222222,26.66666667,15.55555556,35,0.4285714286,,,,
12/15/2018 5:54:32,Texas,Texas,Fahrenheit,40,95,65,40,95,65,4.444444444,35,18.33333333,55,0.4545454545,,,,
12/15/2018 5:55:38,Cincinnati,Cincinnati ,Fahrenheit,65,85,76,65,85,76,18.33333333,29.44444444,24.44444444,20,0.55,,,,
12/15/2018 5:59:12,United states,United States ,Fahrenheit,60,85,82,60,85,82,15.55555556,29.44444444,27.77777778,25,0.88,,,,
12/15/2018 6:02:16,Oklahoma,Oregon,Fahrenheit,55,85,65,55,85,65,12.77777778,29.44444444,18.33333333,30,0.3333333333,,,,
12/15/2018 6:03:17,Edmonton Canada,Edmonton Canada,Celsius,0,25,15,32,77,59,0,25,15,45,0.6,,,,
12/15/2018 6:04:24,"Pittsburgh, PA","Dahlgren, VA",Fahrenheit,38,93,82,38,93,82,3.333333333,33.88888889,27.77777778,55,0.8,,,,
12/15/2018 6:04:54,Singapore,Singapore,Celsius,25,30,25,77,86,77,25,30,25,9,0,,,,
12/15/2018 6:09:19,Australia,Australia,Celsius,14,32,26,57.2,89.6,78.8,14,32,26,32.4,0.6666666667,,,,
12/15/2018 6:10:11,California,California,Fahrenheit,60,70,60,60,70,60,15.55555556,21.11111111,15.55555556,10,0,,,,
12/15/2018 6:11:23,Florida,Florida,Fahrenheit,45,85,75,45,85,75,7.222222222,29.44444444,23.88888889,40,0.75,,,,
12/15/2018 6:14:54,Germany,Germany,Celsius,-10,35,23,14,95,73.4,-10,35,23,81,0.7333333333,,,,
12/15/2018 6:17:51,Honolulu,Oregon,Fahrenheit,65,90,70,65,90,70,18.33333333,32.22222222,21.11111111,25,0.2,,,,
12/15/2018 6:18:50,Canada,Canada ,Celsius,-26,26,26,-14.8,78.8,78.8,-26,26,26,93.6,1,,,,
12/15/2018 6:20:44,"Chennai, India","Paris, France",Celsius,6,20,10,42.8,68,50,6,20,10,25.2,0.2857142857,,,,
12/15/2018 6:20:54,Boston,Boston,Fahrenheit,50,75,68,50,75,68,10,23.88888889,20,25,0.72,,,,
12/15/2018 6:24:02,Malaysia,Singapore,Celsius,17,32,22,62.6,89.6,71.6,17,32,22,27,0.3333333333,,,,
12/15/2018 6:25:39,Turkey, Kazakhstan ,Fahrenheit,-5,26,23,-5,26,23,-20.55555556,-3.333333333,-5,31,0.9032258065,,meant Celsius?,,
12/15/2018 6:26:51,Lithuania,Lithuania,Celsius,15,30,25,59,86,77,15,30,25,27,0.6666666667,,,,
12/15/2018 6:30:32,Portland,Klamath falls,Fahrenheit,20,85,65,20,85,65,-6.666666667,29.44444444,18.33333333,65,0.6923076923,,,,
12/15/2018 6:31:30,WV,WV,Fahrenheit,-10,75,40,-10,75,40,-23.33333333,23.88888889,4.444444444,85,0.5882352941,,,,
12/15/2018 6:37:13,"Vancouver, Canada","Vancouver, Canada",Celsius,0,26,15,32,78.8,59,0,26,15,46.8,0.5769230769,,,,
12/15/2018 6:37:16,"Palm Springs, California, USA","San Diego, California, USA",Fahrenheit,65,80,75,65,80,75,18.33333333,26.66666667,23.88888889,15,0.6666666667,,,,
12/15/2018 6:38:30,Southern California ,Southern California ,Fahrenheit,45,85,62,45,85,62,7.222222222,29.44444444,16.66666667,40,0.425,,,,
12/15/2018 6:39:04,"Yokohama, Japan","Irving, Texas, United States",Celsius,15,27,20,59,80.6,68,15,27,20,21.6,0.4166666667,,,,
12/15/2018 6:39:06,Taiwan (but moved to Pacific NW when 2) ,Pacific Northwest,Celsius,17,40,27,62.6,104,80.6,17,40,27,41.4,0.4347826087,,,,
12/15/2018 6:40:24,Cincinnati ,Cincinnati ,Fahrenheit,50,80,69,50,80,69,10,26.66666667,20.55555556,30,0.6333333333,,,,
12/15/2018 6:41:12,Georgia ,Florida,Fahrenheit,40,90,60,40,90,60,4.444444444,32.22222222,15.55555556,50,0.4,,,,
12/15/2018 6:46:01,Washington State,Washington State,Celsius,-2,22,10,28.4,71.6,50,-2,22,10,43.2,0.5,,,,
12/15/2018 6:46:12,Minnesota,Minnesota ,Fahrenheit,65,78,67,65,78,67,18.33333333,25.55555556,19.44444444,13,0.1538461538,,,,
12/15/2018 6:50:30,Switzerland ,Switzerland ,Celsius,-20,20,10,-4,68,50,-20,20,10,72,0.75,,,,
12/15/2018 7:00:14,Michigan,Iowa,Fahrenheit,0,78,50,0,78,50,-17.77777778,25.55555556,10,78,0.641025641,,,,
12/15/2018 7:00:24,"RI, USA","RI, USA",Fahrenheit,35,48,60,35,48,60,1.666666667,8.888888889,15.55555556,13,1.923076923,,,,
12/15/2018 7:00:46,USA,USA,Fahrenheit,58,105,72,58,105,72,14.44444444,40.55555556,22.22222222,47,0.2978723404,,,,
12/15/2018 7:02:38,UK,UK,Celsius,3,33,25,37.4,91.4,77,3,33,25,54,0.7333333333,,,,
12/15/2018 7:03:43,Arizona,Wisconsib,Fahrenheit,0,100,60,0,100,60,-17.77777778,37.77777778,15.55555556,100,0.6,,,TRUE,
12/15/2018 7:06:47,"Santiago, Chile","Santiago, Chile",Celsius,5,25,20,41,77,68,5,25,20,36,0.75,,,,
12/15/2018 7:14:23,Minnesota,Upstate NY,Fahrenheit,17,85,20,17,85,20,-8.333333333,29.44444444,-6.666666667,68,0.04411764706,,,,
12/15/2018 7:17:06,"Eastern Washington State, USA","Eastern Washington State, USA",Fahrenheit,50,75,65,50,75,65,10,23.88888889,18.33333333,25,0.6,,,,
12/15/2018 7:19:27,France ,France ,Celsius,13,25,20,55.4,77,68,13,25,20,21.6,0.5833333333,,,,
12/15/2018 7:19:52,California,California,Fahrenheit,20,90,75,20,90,75,-6.666666667,32.22222222,23.88888889,70,0.7857142857,,,,
12/15/2018 7:20:54,"Melbourne, Australia","Melbourne, Australia",Celsius,15,32,26,59,89.6,78.8,15,32,26,30.6,0.6470588235,,,,
12/15/2018 7:26:20,New York ,North Carolina ,Fahrenheit,40,70,60,40,70,60,4.444444444,21.11111111,15.55555556,30,0.6666666667,,,,
12/15/2018 7:28:24,Vancouver Canada,Calgary Alberta,Celsius,-10,30,10,14,86,50,-10,30,10,72,0.5,,,,
12/15/2018 7:29:09,"Reno, Nevada","Las Vegas, Nevada",Fahrenheit,65,85,70,65,85,70,18.33333333,29.44444444,21.11111111,20,0.25,,,,
12/15/2018 7:30:57,South Florida,Central Florida,Fahrenheit,60,75,65,60,75,65,15.55555556,23.88888889,18.33333333,15,0.3333333333,,,,
12/15/2018 7:39:16,"Riga, Latvia","Riga, Latvia",Celsius,-10,+27,21,14,80.6,69.8,-10,27,21,66.6,0.8378378378,,,,
12/15/2018 7:40:15,Illinois,Indiana,Fahrenheit,55,80,73,55,80,73,12.77777778,26.66666667,22.77777778,25,0.72,,,,
12/15/2018 7:40:44,Midwest,New England,Fahrenheit,46,84,68,46,84,68,7.777777778,28.88888889,20,38,0.5789473684,,,,
12/15/2018 7:41:26,uk,uk,Celsius,-10,30,24,14,86,75.2,-10,30,24,72,0.85,,,,
12/15/2018 7:41:33,North Texas ,North Texas ,Fahrenheit,40,110,86,40,110,86,4.444444444,43.33333333,30,70,0.6571428571,,,,
12/15/2018 7:44:52,USA ,USA ,Fahrenheit,45,85,74,45,85,74,7.222222222,29.44444444,23.33333333,40,0.725,,,,
12/15/2018 7:48:48,Denmark,Northern Germany,Celsius,6,25,18,42.8,77,64.4,6,25,18,34.2,0.6315789474,,,,
12/15/2018 7:49:59,Midwest US,Midwest US,Fahrenheit,45,80,65,45,80,65,7.222222222,26.66666667,18.33333333,35,0.5714285714,,,,
12/15/2018 7:51:16,Tennessee,California,Fahrenheit,32,84,72,32,84,72,0,28.88888889,22.22222222,52,0.7692307692,,,,
12/15/2018 7:53:00,Tennessee,Tennessee,Fahrenheit,30,85,65,30,85,65,-1.111111111,29.44444444,18.33333333,55,0.6363636364,,,,
12/15/2018 7:55:28,Ontario,Ontario,Celsius,15,32,23,59,89.6,73.4,15,32,23,30.6,0.4705882353,,,,
12/15/2018 7:56:43,Israel,Israel,Celsius,10,27,19,50,80.6,66.2,10,27,19,30.6,0.5294117647,,,,
12/15/2018 8:02:24,"Hopewell, Virginia, USA","Chesterfield, Virginia, USA",Fahrenheit,50,75,68,50,75,68,10,23.88888889,20,25,0.72,,,,
12/15/2018 8:06:47,Mississippi,Tennessee,Fahrenheit,30,65,55,30,65,55,-1.111111111,18.33333333,12.77777778,35,0.7142857143,,,,
12/15/2018 8:07:41,"Melbourne, Australia ","Brisbane, Australia ",Celsius,0,35,20,32,95,68,0,35,20,63,0.5714285714,,,,
12/15/2018 8:08:44,London,Glasgow,Celsius,10,28,24,50,82.4,75.2,10,28,24,32.4,0.7777777778,,,,
12/15/2018 8:09:00,San Jose,San Jose,Fahrenheit,32,73,65,32,73,65,0,22.77777778,18.33333333,41,0.8048780488,,,,
12/15/2018 8:10:33,India,India,Celsius,0,27,16,32,80.6,60.8,0,27,16,48.6,0.5925925926,,,,
12/15/2018 8:11:49,"Sydney, Australia ","Sydney, Australia ",Celsius,12,32,24,53.6,89.6,75.2,12,32,24,36,0.6,,,,
12/15/2018 8:11:56,Alabama,Alabama ,Fahrenheit,50,90,75,50,90,75,10,32.22222222,23.88888889,40,0.625,,,,
12/15/2018 8:22:16,Southern England,Northern England,Celsius,10,25,22,50,77,71.6,10,25,22,27,0.8,,,,
12/15/2018 8:22:39,The Netherlands,The Netherlands,Celsius,21,35,30,69.8,95,86,21,35,30,25.2,0.6428571429,,,,
12/15/2018 8:22:56,New York,New York,Fahrenheit,8,90,45,8,90,45,-13.33333333,32.22222222,7.222222222,82,0.4512195122,,,,
12/15/2018 8:24:42,United States of America,United States of America,Fahrenheit,50,70,70,50,70,70,10,21.11111111,21.11111111,20,1,,,,
12/15/2018 8:27:07,Germany,Colombia,Celsius,0,32,27,32,89.6,80.6,0,32,27,57.6,0.84375,,,,
12/15/2018 8:30:04,California,New York,Fahrenheit,60,90,77,60,90,77,15.55555556,32.22222222,25,30,0.5666666667,,,,
12/15/2018 8:30:51,Canada,Canada,Celsius,-2,16,14,28.4,60.8,57.2,-2,16,14,32.4,0.8888888889,,,,
12/15/2018 8:34:14,Toronto,Toronto,Celsius,-5,28,3,23,82.4,37.4,-5,28,3,59.4,0.2424242424,,,,
12/15/2018 8:39:46,South Africa,United Arab emirates ,Celsius,20,35,23,68,95,73.4,20,35,23,27,0.2,,,,
12/15/2018 8:40:42,New York,New Jersey,Fahrenheit,45,78,65,45,78,65,7.222222222,25.55555556,18.33333333,33,0.6060606061,,,,
12/15/2018 8:40:55,Canada,Canada,Celsius,-15,30,15,5,86,59,-15,30,15,81,0.6666666667,,,,
12/15/2018 8:41:30,netherlands ,netherlands ,Celsius,9,24,15,48.2,75.2,59,9,24,15,27,0.4,,,,
12/15/2018 8:42:36,"Sydney, Australia",Australia,Celsius,16,34,21,60.8,93.2,69.8,16,34,21,32.4,0.2777777778,,,,
12/15/2018 8:43:35,USA,USA,Fahrenheit,60,90,68,60,90,68,15.55555556,32.22222222,20,30,0.2666666667,,,,
